,filename,class,xmin,ymin,xmax,ymax,frame,isNight
718,nightSequence1--00239.jpg,stop,749,370,779,429,239,1
719,nightSequence1--00240.jpg,warning,659,385,678,425,240,1
720,nightSequence1--00240.jpg,stop,749,369,779,431,240,1
721,nightSequence1--00241.jpg,warning,660,387,678,424,241,1
722,nightSequence1--00241.jpg,stop,749,370,779,429,241,1
723,nightSequence1--00242.jpg,warning,658,387,679,427,242,1
724,nightSequence1--00242.jpg,stop,749,370,779,434,242,1
725,nightSequence1--00243.jpg,warning,657,390,678,425,243,1
726,nightSequence1--00243.jpg,stop,749,372,779,431,243,1
727,nightSequence1--00244.jpg,warning,657,389,678,429,244,1
728,nightSequence1--00244.jpg,stop,749,372,779,436,244,1
729,nightSequence1--00245.jpg,warning,657,389,678,429,245,1
730,nightSequence1--00245.jpg,stop,749,372,779,436,245,1
731,nightSequence1--00246.jpg,warning,657,390,676,427,246,1
732,nightSequence1--00246.jpg,stop,749,370,779,434,246,1
736,nightSequence1--00248.jpg,warning,656,387,675,427,248,1
737,nightSequence1--00248.jpg,stop,749,367,779,437,248,1
738,nightSequence1--00248.jpg,stop,393,390,409,414,248,1
739,nightSequence1--00249.jpg,warning,655,387,676,427,249,1
740,nightSequence1--00249.jpg,stop,749,370,779,434,249,1
741,nightSequence1--00249.jpg,stop,394,391,406,415,249,1
742,nightSequence1--00250.jpg,warning,655,389,676,429,250,1
743,nightSequence1--00250.jpg,stop,749,370,779,434,250,1
744,nightSequence1--00250.jpg,stop,390,391,403,415,250,1
745,nightSequence1--00251.jpg,warning,656,391,674,428,251,1
746,nightSequence1--00251.jpg,stop,749,372,779,436,251,1
747,nightSequence1--00252.jpg,warning,654,392,673,429,252,1
748,nightSequence1--00252.jpg,stop,749,372,779,436,252,1
749,nightSequence1--00253.jpg,warning,654,392,673,429,253,1
750,nightSequence1--00253.jpg,stop,748,372,779,436,253,1
751,nightSequence1--00254.jpg,warning,653,391,674,428,254,1
752,nightSequence1--00254.jpg,stop,748,370,781,434,254,1
753,nightSequence1--00255.jpg,warning,653,390,674,427,255,1
754,nightSequence1--00255.jpg,stop,748,370,781,434,255,1
755,nightSequence1--00256.jpg,warning,653,390,674,427,256,1
756,nightSequence1--00256.jpg,stop,749,370,780,434,256,1
759,nightSequence1--00258.jpg,warning,652,390,671,425,258,1
760,nightSequence1--00258.jpg,stop,751,370,781,434,258,1
761,nightSequence1--00259.jpg,warning,653,391,671,423,259,1
762,nightSequence1--00259.jpg,stop,751,370,781,434,259,1
763,nightSequence1--00259.jpg,stop,655,400,671,435,259,1
766,nightSequence1--00261.jpg,stop,751,368,781,432,261,1
767,nightSequence1--00261.jpg,stop,655,399,668,426,261,1
768,nightSequence1--00262.jpg,stop,751,366,781,430,262,1
769,nightSequence1--00262.jpg,stop,654,397,667,424,262,1
770,nightSequence1--00263.jpg,stop,751,361,781,431,263,1
771,nightSequence1--00263.jpg,stop,655,393,667,425,263,1
772,nightSequence1--00264.jpg,stop,751,357,781,427,264,1
773,nightSequence1--00264.jpg,stop,655,390,667,419,264,1
774,nightSequence1--00265.jpg,stop,751,355,781,422,265,1
775,nightSequence1--00265.jpg,stop,653,388,666,412,265,1
776,nightSequence1--00266.jpg,stop,750,353,781,423,266,1
777,nightSequence1--00266.jpg,stop,653,387,666,414,266,1
778,nightSequence1--00267.jpg,stop,750,354,783,418,267,1
779,nightSequence1--00267.jpg,stop,653,387,666,411,267,1
780,nightSequence1--00268.jpg,stop,750,353,783,423,268,1
781,nightSequence1--00268.jpg,stop,653,387,666,414,268,1
782,nightSequence1--00269.jpg,stop,753,353,783,423,269,1
783,nightSequence1--00269.jpg,stop,653,388,666,415,269,1
784,nightSequence1--00270.jpg,stop,752,354,785,426,270,1
785,nightSequence1--00270.jpg,stop,655,389,667,416,270,1
789,nightSequence1--00272.jpg,stop,752,355,785,425,272,1
790,nightSequence1--00272.jpg,stop,653,390,666,414,272,1
791,nightSequence1--00272.jpg,stop,354,375,363,399,272,1
792,nightSequence1--00273.jpg,stop,753,353,784,423,273,1
793,nightSequence1--00273.jpg,stop,653,389,666,416,273,1
794,nightSequence1--00273.jpg,stop,351,373,361,400,273,1
795,nightSequence1--00274.jpg,stop,754,353,787,423,274,1
796,nightSequence1--00274.jpg,stop,653,389,668,416,274,1
797,nightSequence1--00274.jpg,stop,346,371,362,403,274,1
804,nightSequence1--00277.jpg,stop,755,353,789,423,277,1
805,nightSequence1--00277.jpg,stop,653,390,666,417,277,1
806,nightSequence1--00277.jpg,stop,331,367,358,415,277,1
807,nightSequence1--00278.jpg,stop,756,353,789,428,278,1
808,nightSequence1--00278.jpg,stop,653,391,666,418,278,1
809,nightSequence1--00278.jpg,stop,329,368,356,416,278,1
810,nightSequence1--00279.jpg,stop,756,355,789,430,279,1
811,nightSequence1--00279.jpg,stop,653,393,666,420,279,1
812,nightSequence1--00279.jpg,stop,327,370,354,418,279,1
813,nightSequence1--00280.jpg,stop,756,357,792,427,280,1
814,nightSequence1--00280.jpg,stop,653,395,666,422,280,1
815,nightSequence1--00280.jpg,stop,326,372,350,415,280,1
816,nightSequence1--00281.jpg,stop,756,357,792,432,281,1
817,nightSequence1--00281.jpg,stop,653,398,666,419,281,1
818,nightSequence1--00281.jpg,stop,324,375,345,410,281,1
822,nightSequence1--00283.jpg,stop,758,359,792,429,283,1
823,nightSequence1--00283.jpg,stop,653,397,666,424,283,1
824,nightSequence1--00284.jpg,stop,758,357,792,432,284,1
825,nightSequence1--00284.jpg,stop,654,400,663,416,284,1
826,nightSequence1--00285.jpg,stop,758,356,794,428,285,1
827,nightSequence1--00285.jpg,stop,654,397,666,424,285,1
832,nightSequence1--00288.jpg,stop,760,351,794,426,288,1
833,nightSequence1--00288.jpg,stop,653,394,665,418,288,1
834,nightSequence1--00289.jpg,stop,760,351,796,426,289,1
835,nightSequence1--00289.jpg,stop,653,393,665,420,289,1
836,nightSequence1--00290.jpg,stop,760,349,796,424,290,1
837,nightSequence1--00290.jpg,stop,651,391,666,418,290,1
840,nightSequence1--00292.jpg,stop,762,349,798,424,292,1
841,nightSequence1--00292.jpg,stop,653,392,665,416,292,1
842,nightSequence1--00292.jpg,stop,310,371,320,398,292,1
843,nightSequence1--00293.jpg,stop,762,349,798,424,293,1
844,nightSequence1--00293.jpg,stop,652,393,665,420,293,1
845,nightSequence1--00293.jpg,stop,298,365,322,413,293,1
849,nightSequence1--00295.jpg,stop,763,351,799,426,295,1
850,nightSequence1--00295.jpg,stop,651,395,664,422,295,1
851,nightSequence1--00295.jpg,stop,283,364,320,426,295,1
852,nightSequence1--00296.jpg,stop,763,349,799,424,296,1
853,nightSequence1--00296.jpg,stop,650,395,666,422,296,1
854,nightSequence1--00296.jpg,stop,279,364,318,428,296,1
858,nightSequence1--00298.jpg,stop,764,349,800,424,298,1
859,nightSequence1--00298.jpg,stop,653,398,659,416,298,1
860,nightSequence1--00298.jpg,stop,273,362,312,429,298,1
864,nightSequence1--00300.jpg,stop,764,344,800,422,300,1
865,nightSequence1--00300.jpg,stop,649,393,662,420,300,1
866,nightSequence1--00300.jpg,stop,269,362,300,421,300,1
867,nightSequence1--00301.jpg,stop,763,345,800,420,301,1
868,nightSequence1--00301.jpg,stop,651,396,658,409,301,1
869,nightSequence1--00301.jpg,stop,267,364,294,415,301,1
870,nightSequence1--00302.jpg,stop,763,345,800,420,302,1
871,nightSequence1--00302.jpg,stop,648,394,661,423,302,1
872,nightSequence1--00302.jpg,stop,274,371,287,398,302,1
873,nightSequence1--00303.jpg,stop,763,350,797,425,303,1
874,nightSequence1--00303.jpg,stop,648,399,661,434,303,1
875,nightSequence1--00304.jpg,stop,647,407,660,434,304,1
876,nightSequence1--00304.jpg,stop,767,363,797,430,304,1
881,nightSequence1--00307.jpg,stop,647,412,660,433,307,1
882,nightSequence1--00307.jpg,stop,769,362,799,432,307,1
883,nightSequence1--00307.jpg,stop,269,386,275,402,307,1
884,nightSequence1--00308.jpg,stop,646,407,662,439,308,1
885,nightSequence1--00308.jpg,stop,769,360,799,430,308,1
886,nightSequence1--00308.jpg,stop,262,385,271,403,308,1
887,nightSequence1--00309.jpg,stop,648,400,660,437,309,1
888,nightSequence1--00309.jpg,stop,258,382,267,403,309,1
889,nightSequence1--00309.jpg,stop,771,360,796,408,309,1
890,nightSequence1--00310.jpg,stop,645,397,660,429,310,1
891,nightSequence1--00310.jpg,stop,253,374,263,390,310,1
892,nightSequence1--00310.jpg,stop,771,354,799,416,310,1
893,nightSequence1--00311.jpg,stop,644,391,657,426,311,1
894,nightSequence1--00311.jpg,stop,247,370,259,391,311,1
895,nightSequence1--00311.jpg,stop,770,346,798,408,311,1
896,nightSequence1--00312.jpg,stop,643,389,656,421,312,1
897,nightSequence1--00312.jpg,stop,768,346,796,408,312,1
898,nightSequence1--00312.jpg,stop,241,362,259,391,312,1
899,nightSequence1--00313.jpg,stop,642,385,655,417,313,1
900,nightSequence1--00313.jpg,stop,769,340,797,402,313,1
901,nightSequence1--00313.jpg,stop,240,358,252,379,313,1
902,nightSequence1--00314.jpg,stop,641,379,654,411,314,1
903,nightSequence1--00314.jpg,stop,769,331,797,393,314,1
904,nightSequence1--00314.jpg,stop,232,349,248,381,314,1
905,nightSequence1--00315.jpg,stop,640,374,653,403,315,1
906,nightSequence1--00315.jpg,stop,769,330,797,392,315,1
907,nightSequence1--00315.jpg,stop,226,342,247,385,315,1
911,nightSequence1--00317.jpg,stop,639,378,652,421,317,1
912,nightSequence1--00317.jpg,stop,767,332,795,394,317,1
913,nightSequence1--00317.jpg,stop,219,350,232,387,317,1
914,nightSequence1--00318.jpg,stop,640,388,652,425,318,1
915,nightSequence1--00318.jpg,stop,769,339,797,401,318,1
916,nightSequence1--00318.jpg,stop,218,366,227,387,318,1
917,nightSequence1--00319.jpg,stop,637,397,650,429,319,1
918,nightSequence1--00319.jpg,stop,768,346,796,408,319,1
919,nightSequence1--00320.jpg,stop,638,401,650,428,320,1
920,nightSequence1--00320.jpg,stop,766,347,794,409,320,1
921,nightSequence1--00320.jpg,stop,215,380,221,393,320,1
922,nightSequence1--00321.jpg,stop,636,400,649,424,321,1
923,nightSequence1--00321.jpg,stop,766,345,794,407,321,1
924,nightSequence1--00321.jpg,stop,200,370,221,407,321,1
925,nightSequence1--00322.jpg,stop,635,397,650,424,322,1
926,nightSequence1--00322.jpg,stop,766,345,794,407,322,1
927,nightSequence1--00322.jpg,stop,191,364,221,415,322,1
928,nightSequence1--00323.jpg,stop,635,396,648,420,323,1
929,nightSequence1--00323.jpg,stop,767,344,795,406,323,1
930,nightSequence1--00323.jpg,stop,184,361,217,415,323,1
931,nightSequence1--00324.jpg,stop,635,395,647,422,324,1
932,nightSequence1--00324.jpg,stop,767,342,795,404,324,1
933,nightSequence1--00324.jpg,stop,180,360,211,411,324,1
934,nightSequence1--00325.jpg,stop,633,395,648,422,325,1
935,nightSequence1--00325.jpg,stop,767,342,795,404,325,1
936,nightSequence1--00325.jpg,stop,176,360,207,403,325,1
940,nightSequence1--00327.jpg,stop,633,397,646,424,327,1
941,nightSequence1--00327.jpg,stop,768,342,796,404,327,1
942,nightSequence1--00327.jpg,stop,169,354,208,416,327,1
943,nightSequence1--00328.jpg,stop,633,397,646,424,328,1
944,nightSequence1--00328.jpg,stop,768,342,796,404,328,1
945,nightSequence1--00328.jpg,stop,160,359,199,407,328,1
946,nightSequence1--00329.jpg,stop,632,396,645,420,329,1
947,nightSequence1--00329.jpg,stop,768,342,796,404,329,1
948,nightSequence1--00329.jpg,stop,153,352,196,424,329,1
949,nightSequence1--00330.jpg,stop,631,395,646,422,330,1
950,nightSequence1--00330.jpg,stop,768,339,796,401,330,1
951,nightSequence1--00330.jpg,stop,149,351,192,421,330,1
952,nightSequence1--00331.jpg,stop,631,395,646,422,331,1
953,nightSequence1--00331.jpg,stop,147,352,186,414,331,1
954,nightSequence1--00331.jpg,stop,771,342,805,398,331,1
955,nightSequence1--00332.jpg,stop,631,395,646,422,332,1
956,nightSequence1--00332.jpg,stop,148,351,184,413,332,1
957,nightSequence1--00332.jpg,stop,773,342,807,398,332,1
958,nightSequence1--00333.jpg,stop,631,395,644,422,333,1
959,nightSequence1--00333.jpg,stop,140,346,183,424,333,1
960,nightSequence1--00333.jpg,stop,771,340,805,396,333,1
961,nightSequence1--00334.jpg,stop,631,395,644,422,334,1
962,nightSequence1--00334.jpg,stop,140,345,183,423,334,1
963,nightSequence1--00334.jpg,stop,771,341,805,397,334,1
967,nightSequence1--00336.jpg,stop,633,396,646,417,336,1
968,nightSequence1--00336.jpg,stop,133,342,176,420,336,1
969,nightSequence1--00336.jpg,stop,771,337,805,393,336,1
970,nightSequence1--00337.jpg,stop,633,395,648,422,337,1
971,nightSequence1--00337.jpg,stop,129,342,172,420,337,1
972,nightSequence1--00337.jpg,stop,771,337,805,393,337,1
973,nightSequence1--00338.jpg,stop,633,394,648,423,338,1
974,nightSequence1--00338.jpg,stop,126,342,169,420,338,1
975,nightSequence1--00338.jpg,stop,771,335,805,391,338,1
976,nightSequence1--00339.jpg,stop,633,393,648,420,339,1
977,nightSequence1--00339.jpg,stop,120,343,163,421,339,1
978,nightSequence1--00339.jpg,stop,773,335,807,391,339,1
982,nightSequence1--00341.jpg,stop,634,393,649,420,341,1
983,nightSequence1--00341.jpg,stop,115,342,158,420,341,1
984,nightSequence1--00341.jpg,stop,778,334,812,390,341,1
985,nightSequence1--00342.jpg,stop,636,393,648,420,342,1
986,nightSequence1--00342.jpg,stop,111,342,154,420,342,1
987,nightSequence1--00342.jpg,stop,778,332,812,388,342,1
988,nightSequence1--00343.jpg,stop,635,393,648,420,343,1
989,nightSequence1--00343.jpg,stop,107,341,150,419,343,1
990,nightSequence1--00343.jpg,stop,777,332,811,388,343,1
991,nightSequence1--00344.jpg,stop,636,394,648,418,344,1
992,nightSequence1--00344.jpg,stop,104,341,147,419,344,1
993,nightSequence1--00344.jpg,stop,778,332,812,388,344,1
994,nightSequence1--00345.jpg,stop,636,393,648,420,345,1
995,nightSequence1--00345.jpg,stop,101,341,144,419,345,1
996,nightSequence1--00345.jpg,stop,780,330,814,386,345,1
997,nightSequence1--00346.jpg,stop,635,391,650,418,346,1
998,nightSequence1--00346.jpg,stop,94,339,137,417,346,1
999,nightSequence1--00346.jpg,stop,780,329,814,385,346,1
1000,nightSequence1--00347.jpg,stop,635,391,650,418,347,1
1001,nightSequence1--00347.jpg,stop,92,339,135,417,347,1
1002,nightSequence1--00347.jpg,stop,781,329,815,385,347,1
1009,nightSequence1--00350.jpg,stop,635,389,650,416,350,1
1010,nightSequence1--00350.jpg,stop,78,336,121,414,350,1
1011,nightSequence1--00350.jpg,stop,789,325,819,381,350,1
1012,nightSequence1--00351.jpg,stop,635,389,650,416,351,1
1013,nightSequence1--00351.jpg,stop,75,334,118,412,351,1
1014,nightSequence1--00351.jpg,stop,790,324,820,380,351,1
1015,nightSequence1--00352.jpg,stop,635,387,650,414,352,1
1016,nightSequence1--00352.jpg,stop,73,332,116,410,352,1
1017,nightSequence1--00352.jpg,stop,793,322,823,378,352,1
1021,nightSequence1--00354.jpg,stop,636,386,651,410,354,1
1022,nightSequence1--00354.jpg,stop,793,319,824,378,354,1
1023,nightSequence1--00354.jpg,stop,57,331,106,403,354,1
1024,nightSequence1--00355.jpg,stop,636,386,649,410,355,1
1025,nightSequence1--00355.jpg,stop,793,318,824,377,355,1
1026,nightSequence1--00355.jpg,stop,57,331,106,403,355,1
1027,nightSequence1--00356.jpg,stop,635,385,650,412,356,1
1028,nightSequence1--00356.jpg,stop,794,318,825,377,356,1
1029,nightSequence1--00356.jpg,stop,51,329,94,399,356,1
1030,nightSequence1--00357.jpg,stop,636,385,649,412,357,1
1031,nightSequence1--00357.jpg,stop,794,317,825,376,357,1
1032,nightSequence1--00357.jpg,stop,51,329,94,399,357,1
1033,nightSequence1--00358.jpg,stop,636,383,652,412,358,1
1034,nightSequence1--00358.jpg,stop,796,315,827,374,358,1
1035,nightSequence1--00358.jpg,stop,48,328,91,398,358,1
1036,nightSequence1--00359.jpg,stop,637,383,652,410,359,1
1037,nightSequence1--00359.jpg,stop,798,314,829,373,359,1
1038,nightSequence1--00359.jpg,stop,43,327,86,397,359,1
1042,nightSequence1--00361.jpg,stop,637,383,652,410,361,1
1043,nightSequence1--00361.jpg,stop,801,313,832,372,361,1
1044,nightSequence1--00361.jpg,stop,34,323,77,393,361,1
1045,nightSequence1--00362.jpg,stop,637,381,652,410,362,1
1046,nightSequence1--00362.jpg,stop,801,312,832,371,362,1
1047,nightSequence1--00362.jpg,stop,30,321,73,391,362,1
1048,nightSequence1--00363.jpg,stop,637,382,650,406,363,1
1049,nightSequence1--00363.jpg,stop,801,306,837,381,363,1
1050,nightSequence1--00363.jpg,stop,23,321,66,391,363,1
1051,nightSequence1--00364.jpg,stop,637,382,650,406,364,1
1052,nightSequence1--00364.jpg,stop,23,321,66,391,364,1
1053,nightSequence1--00364.jpg,stop,805,309,838,368,364,1
1054,nightSequence1--00365.jpg,stop,639,381,652,408,365,1
1055,nightSequence1--00365.jpg,stop,18,321,61,391,365,1
1056,nightSequence1--00365.jpg,stop,805,310,838,369,365,1
1057,nightSequence1--00366.jpg,stop,639,383,652,410,366,1
1058,nightSequence1--00366.jpg,stop,14,323,56,393,366,1
1059,nightSequence1--00366.jpg,stop,804,305,843,383,366,1
1060,nightSequence1--00367.jpg,stop,639,384,652,411,367,1
1061,nightSequence1--00367.jpg,stop,12,322,54,392,367,1
1062,nightSequence1--00367.jpg,stop,801,305,840,383,367,1
1072,nightSequence1--00371.jpg,stop,644,388,653,409,371,1
1073,nightSequence1--00371.jpg,stop,0,324,33,394,371,1
1074,nightSequence1--00371.jpg,stop,812,308,846,375,371,1
1075,nightSequence1--00372.jpg,stop,647,391,653,401,372,1
1076,nightSequence1--00372.jpg,stop,0,322,26,386,372,1
1077,nightSequence1--00372.jpg,stop,813,307,847,374,372,1
1080,nightSequence1--00374.jpg,stop,821,307,857,371,374,1
1081,nightSequence1--00374.jpg,stop,578,410,584,426,374,1
1082,nightSequence1--00374.jpg,stop,0,324,30,394,374,1
1083,nightSequence1--00375.jpg,stop,823,306,859,370,375,1
1084,nightSequence1--00375.jpg,stop,580,410,586,426,375,1
1085,nightSequence1--00375.jpg,stop,0,324,24,386,375,1
1089,nightSequence1--00377.jpg,stop,827,303,863,367,377,1
1090,nightSequence1--00377.jpg,stop,582,410,588,426,377,1
1091,nightSequence1--00377.jpg,stop,0,329,22,388,377,1
1092,nightSequence1--00378.jpg,stop,831,303,867,367,378,1
1093,nightSequence1--00378.jpg,stop,585,410,591,426,378,1
1094,nightSequence1--00378.jpg,stop,0,324,20,383,378,1
1095,nightSequence1--00379.jpg,stop,835,302,871,366,379,1
1096,nightSequence1--00379.jpg,stop,587,410,593,426,379,1
1097,nightSequence1--00379.jpg,stop,0,323,19,382,379,1
1101,nightSequence1--00381.jpg,stop,839,302,875,366,381,1
1102,nightSequence1--00381.jpg,stop,588,412,597,428,381,1
1103,nightSequence1--00381.jpg,stop,0,322,19,381,381,1
1104,nightSequence1--00382.jpg,stop,843,303,879,367,382,1
1105,nightSequence1--00382.jpg,stop,588,412,597,433,382,1
1108,nightSequence1--00384.jpg,stop,846,303,882,367,384,1
1109,nightSequence1--00384.jpg,stop,592,414,601,430,384,1
1110,nightSequence1--00385.jpg,stop,850,302,886,366,385,1
1111,nightSequence1--00385.jpg,stop,592,414,601,430,385,1
1112,nightSequence1--00386.jpg,stop,850,303,886,367,386,1
1113,nightSequence1--00386.jpg,stop,592,414,604,435,386,1
1114,nightSequence1--00387.jpg,stop,853,303,889,367,387,1
1115,nightSequence1--00387.jpg,stop,594,414,603,435,387,1
1116,nightSequence1--00388.jpg,stop,855,301,891,365,388,1
1117,nightSequence1--00388.jpg,stop,594,414,606,435,388,1
1124,nightSequence1--00392.jpg,stop,861,301,897,365,392,1
1125,nightSequence1--00392.jpg,stop,597,416,607,437,392,1
1126,nightSequence1--00393.jpg,stop,862,300,898,364,393,1
1127,nightSequence1--00393.jpg,stop,598,415,607,433,393,1
1130,nightSequence1--00395.jpg,stop,864,298,900,362,395,1
1131,nightSequence1--00395.jpg,stop,597,414,607,435,395,1
1134,nightSequence1--00397.jpg,stop,865,298,901,362,397,1
1135,nightSequence1--00397.jpg,stop,596,412,608,436,397,1
1136,nightSequence1--00398.jpg,stop,868,293,904,357,398,1
1137,nightSequence1--00398.jpg,stop,596,412,608,433,398,1
1138,nightSequence1--00399.jpg,stop,866,288,903,366,399,1
1139,nightSequence1--00399.jpg,stop,596,409,608,433,399,1
1140,nightSequence1--00400.jpg,stop,866,288,903,366,400,1
1141,nightSequence1--00400.jpg,stop,596,410,608,431,400,1
1142,nightSequence1--00401.jpg,stop,866,286,903,364,401,1
1143,nightSequence1--00401.jpg,stop,595,407,605,434,401,1
1144,nightSequence1--00402.jpg,stop,866,282,903,360,402,1
1145,nightSequence1--00402.jpg,stop,595,407,605,431,402,1
1148,nightSequence1--00404.jpg,stop,867,282,904,360,404,1
1149,nightSequence1--00404.jpg,stop,594,407,606,428,404,1
1150,nightSequence1--00405.jpg,stop,596,407,603,420,405,1
1151,nightSequence1--00405.jpg,stop,877,287,914,362,405,1
1152,nightSequence1--00406.jpg,stop,594,404,603,425,406,1
1153,nightSequence1--00406.jpg,stop,876,282,912,354,406,1
1154,nightSequence1--00407.jpg,stop,875,279,908,349,407,1
1155,nightSequence1--00408.jpg,stop,874,278,907,348,408,1
1156,nightSequence1--00409.jpg,stop,874,278,907,348,409,1
1157,nightSequence1--00410.jpg,stop,876,278,909,348,410,1
1158,nightSequence1--00411.jpg,stop,875,275,912,350,411,1
1159,nightSequence1--00412.jpg,stop,874,273,911,348,412,1
1160,nightSequence1--00413.jpg,stop,874,273,911,348,413,1
1161,nightSequence1--00414.jpg,stop,874,273,911,348,414,1
1162,nightSequence1--00415.jpg,stop,875,273,912,348,415,1
1164,nightSequence1--00417.jpg,stop,875,273,912,348,417,1
1165,nightSequence1--00418.jpg,stop,875,273,912,348,418,1
1166,nightSequence1--00419.jpg,stop,875,273,912,348,419,1
1167,nightSequence1--00420.jpg,stop,876,273,913,348,420,1
1168,nightSequence1--00421.jpg,stop,876,273,913,348,421,1
1169,nightSequence1--00422.jpg,stop,876,273,913,348,422,1
1170,nightSequence1--00423.jpg,stop,876,272,913,347,423,1
1172,nightSequence1--00425.jpg,stop,878,271,915,346,425,1
1173,nightSequence1--00426.jpg,stop,877,270,914,345,426,1
1174,nightSequence1--00427.jpg,stop,878,270,915,345,427,1
1175,nightSequence1--00428.jpg,stop,878,270,915,345,428,1
1176,nightSequence1--00429.jpg,stop,878,270,915,345,429,1
1177,nightSequence1--00430.jpg,stop,877,269,914,344,430,1
1178,nightSequence1--00431.jpg,stop,877,269,914,344,431,1
1179,nightSequence1--00432.jpg,stop,878,268,915,343,432,1
1181,nightSequence1--00434.jpg,stop,879,268,916,343,434,1
1182,nightSequence1--00435.jpg,go,884,282,912,342,435,1
1183,nightSequence1--00435.jpg,stop,878,267,915,342,435,1
1184,nightSequence1--00436.jpg,go,884,282,912,342,436,1
1185,nightSequence1--00437.jpg,go,884,282,912,342,437,1
1187,nightSequence1--00439.jpg,go,878,273,915,345,439,1
1188,nightSequence1--00440.jpg,go,875,271,912,343,440,1
1189,nightSequence1--00441.jpg,go,875,271,912,343,441,1
1190,nightSequence1--00442.jpg,go,875,272,912,344,442,1
1191,nightSequence1--00443.jpg,go,875,273,912,345,443,1
1193,nightSequence1--00445.jpg,go,875,276,912,348,445,1
1194,nightSequence1--00446.jpg,go,874,275,911,347,446,1
1195,nightSequence1--00447.jpg,go,874,275,911,347,447,1
1196,nightSequence1--00448.jpg,go,876,274,913,346,448,1
1197,nightSequence1--00449.jpg,go,875,274,912,346,449,1
1199,nightSequence1--00451.jpg,go,875,274,912,346,451,1
1200,nightSequence1--00452.jpg,go,877,274,914,346,452,1
1201,nightSequence1--00453.jpg,go,877,274,914,346,453,1
1202,nightSequence1--00454.jpg,go,876,274,913,346,454,1
1203,nightSequence1--00455.jpg,go,876,274,913,346,455,1
1204,nightSequence1--00456.jpg,go,877,275,914,347,456,1
1206,nightSequence1--00458.jpg,go,876,275,913,347,458,1
1207,nightSequence1--00459.jpg,go,876,275,913,347,459,1
1208,nightSequence1--00460.jpg,go,876,273,913,345,460,1
1209,nightSequence1--00461.jpg,go,876,274,913,346,461,1
1211,nightSequence1--00463.jpg,go,875,276,912,348,463,1
1212,nightSequence1--00464.jpg,go,876,276,913,348,464,1
1214,nightSequence1--00466.jpg,go,873,272,918,350,466,1
1216,nightSequence1--00468.jpg,go,873,272,918,350,468,1
1217,nightSequence1--00469.jpg,go,873,272,918,350,469,1
1218,nightSequence1--00470.jpg,go,873,272,918,350,470,1
1219,nightSequence1--00471.jpg,go,874,271,919,349,471,1
1222,nightSequence1--00474.jpg,go,873,270,918,348,474,1
1223,nightSequence1--00475.jpg,go,873,268,918,346,475,1
1225,nightSequence1--00477.jpg,go,875,268,920,346,477,1
1226,nightSequence1--00478.jpg,go,875,268,920,346,478,1
1227,nightSequence1--00479.jpg,go,874,268,919,346,479,1
1229,nightSequence1--00481.jpg,go,874,268,919,346,481,1
1230,nightSequence1--00482.jpg,go,875,268,920,346,482,1
1231,nightSequence1--00483.jpg,go,875,268,920,346,483,1
1232,nightSequence1--00484.jpg,go,877,268,922,346,484,1
1233,nightSequence1--00485.jpg,go,877,268,922,346,485,1
1234,nightSequence1--00486.jpg,go,877,268,922,346,486,1
1235,nightSequence1--00487.jpg,go,877,267,922,345,487,1
1236,nightSequence1--00488.jpg,go,876,265,921,343,488,1
1238,nightSequence1--00490.jpg,go,877,265,922,343,490,1
1239,nightSequence1--00491.jpg,go,877,265,922,343,491,1
1240,nightSequence1--00492.jpg,go,877,264,922,342,492,1
1241,nightSequence1--00492.jpg,stop,582,400,589,418,492,1
1242,nightSequence1--00493.jpg,go,878,264,923,342,493,1
1243,nightSequence1--00493.jpg,stop,582,400,589,418,493,1
1246,nightSequence1--00495.jpg,go,880,264,925,342,495,1
1247,nightSequence1--00495.jpg,stop,581,401,588,419,495,1
1250,nightSequence1--00497.jpg,go,879,266,924,344,497,1
1251,nightSequence1--00497.jpg,stop,581,402,588,420,497,1
1252,nightSequence1--00498.jpg,go,879,266,924,344,498,1
1253,nightSequence1--00498.jpg,stop,580,402,592,423,498,1
1254,nightSequence1--00499.jpg,go,880,266,925,344,499,1
1255,nightSequence1--00499.jpg,stop,580,402,592,426,499,1
1256,nightSequence1--00500.jpg,go,880,266,925,344,500,1
1257,nightSequence1--00500.jpg,stop,580,403,592,427,500,1
1262,nightSequence1--00503.jpg,go,884,265,929,343,503,1
1263,nightSequence1--00503.jpg,stop,581,406,587,424,503,1
1264,nightSequence1--00504.jpg,go,881,265,926,343,504,1
1266,nightSequence1--00506.jpg,go,883,264,928,342,506,1
1267,nightSequence1--00507.jpg,go,886,264,931,342,507,1
1268,nightSequence1--00508.jpg,go,885,265,930,343,508,1
1270,nightSequence1--00510.jpg,go,885,264,930,342,510,1
1271,nightSequence1--00511.jpg,go,887,264,932,342,511,1
1273,nightSequence1--00513.jpg,go,890,263,935,341,513,1
1275,nightSequence1--00515.jpg,go,890,266,935,344,515,1
1276,nightSequence1--00516.jpg,go,891,266,936,344,516,1
1277,nightSequence1--00517.jpg,go,892,266,937,344,517,1
1278,nightSequence1--00518.jpg,go,893,267,938,345,518,1
1279,nightSequence1--00519.jpg,go,895,267,940,345,519,1
1280,nightSequence1--00520.jpg,go,895,267,940,345,520,1
1281,nightSequence1--00521.jpg,go,897,268,942,346,521,1
1282,nightSequence1--00522.jpg,go,899,268,944,346,522,1
1283,nightSequence1--00523.jpg,go,901,268,946,346,523,1
